order_number,order_type,department,order_date,inspection_date_started,inspection_date_completed,buyer_name,shipper_name,vessel_carrier,bill_of_lading,bill_of_lading_date,inspection_place,client_ref_code,client_trade_name,client_Name,client_address,client_address,client_address,contact_name,contact_phone,contact_email,commodity_name,item_description,quantity,unit_name
IMR18-005,International,Marine,8/2/2018,16/01/2018,21/01/2018,TBA,ADM ARGENTINA SA,“KEY FUTURE”,,,SSIT Port,,Al Ghurair Resources International LLC,Al Ghurair Resources International LLC,"PO box 6999Dubai, Uae","PO box 6999Dubai, Uae","PO box 6999Dubai, Uae",Mr. Fabio Bergamo,,,Corn,YELLOW CORN IN BULK,13300,MTS
IMR18-006,International,Marine,8/2/2018,21/01/2018,25/01/2018,TBA,TBA,“FLAG EVI”,,,QUANG NINH PROVINCE,,Al Ghurair Resources International LLC,Al Ghurair Resources International LLC,"PO box 6999Dubai, Uae","PO box 6999Dubai, Uae","PO box 6999Dubai, Uae",Mr. Fabio Bergamo,,,Corn,YELLOW CORN IN BULK,5700,MTS
IMR18-007,International,Marine,26/02/2018,8/2/2018,26/02/2018,TBA,TBA,CONTS,,,,,AXA Insurance Pte Ltd,AXA Insurance Pte Ltd,"8 Shenton Way, #24-01 AXA Tower, Singapore 068811","9 Shenton Way, #24-01 AXA Tower, Singapore 068811","10 Shenton Way, #24-01 AXA Tower, Singapore 068811",Ms. Molie Aw,,,RESIN,PLASTIC RESINS,1,Case(s)
IMR18-008,International,Marine,27/02/2018,24/02/2018,24/02/2018,TBA,TBA,"M/V ""GREAT PROGRESS""",,,CAM PHA,,I.E. SHIPPING PTE LTD.,I.E. SHIPPING PTE LTD.,,,,Mr. Antonio Lue,,,VESSEL,HOLD CLEANLINESS-M/V GREAT PROGRESS,1,Case(s)
IMR18-009,International,Marine,28/03/2018,13/03/2018,14/03/2018,TBA,TBA,CONTS,,,"DISTRICT 12, HCMC",,AXA Insurance Pte Ltd,AXA Insurance Pte Ltd,"8 Shenton Way, #24-01 AXA Tower, Singapore 068811","9 Shenton Way, #24-01 AXA Tower, Singapore 068811","10 Shenton Way, #24-01 AXA Tower, Singapore 068811",Ms. Emileen Tan,,,CHEMICAL,COATED ADRASIVE,1,Cont(s)
IMR18-010,International,Marine,28/03/2018,21/03/2018,21/03/2018,TBA,TBA,CONTS,,,HCMC,,AXA Insurance Pte Ltd,AXA Insurance Pte Ltd,"8 Shenton Way, #24-01 AXA Tower, Singapore 068811","9 Shenton Way, #24-01 AXA Tower, Singapore 068811","10 Shenton Way, #24-01 AXA Tower, Singapore 068811",Ms. Emileen Tan,,,EQUIPMENT,VVC FUSE LINK,1,Case(s)
IMR18-011,International,Marine,19/04/2018,18/04/2018,18/04/2018,"INABATA VIETNAM CO., LTD BRANCH",INABATA SINGAPORE PTE LTD,CONTS,,,,,AXA Insurance Pte Ltd,AXA Insurance Pte Ltd,"8 Shenton Way, #24-01 AXA Tower, Singapore 068811","9 Shenton Way, #24-01 AXA Tower, Singapore 068811","10 Shenton Way, #24-01 AXA Tower, Singapore 068811",Ms. Emileen Tan,,,PLASTIC RESIN,PLASTICS RESIN,1,Case(s)
IMR18-012,International,Marine,2/5/2018,21/04/2018,24/04/2018,TBA,TBA,CONTS,,,"TAN DAT/TAN LOI WAREHOUSE,  BEN TRE PROVINCE",,Al Ghurair Resources International LLC,Al Ghurair Resources International LLC,"PO box 6999Dubai, Uae","PO box 6999Dubai, Uae","PO box 6999Dubai, Uae",Mr. Fabio Bergamo,,,WHEAT,WHEAT,39,Cont(s)
IMR18-013,International,Marine,23/05/2018,24/04/2018,24/04/2018,TBA,TBA,CONTS,,,HAI PHONG CITY,,AXA Insurance Pte Ltd,AXA Insurance Pte Ltd,"8 Shenton Way, #24-01 AXA Tower, Singapore 068811","9 Shenton Way, #24-01 AXA Tower, Singapore 068811","10 Shenton Way, #24-01 AXA Tower, Singapore 068811",Ms. Emileen Tan,,,CHEMICAL,STEARIC ACID,1,Case(s)
IMR18-015,International,Marine,17/05/2018,9/5/2018,9/5/2018,TBA,TBA,CONTS,,,DONG NAI,,Al Ghurair Resources International LLC,Al Ghurair Resources International LLC,"PO box 6999Dubai, Uae","PO box 6999Dubai, Uae","PO box 6999Dubai, Uae",Mr. Fabio Bergamo,,,WHEAT,WHEAT,1430.8,MTS
IMR18-016,International,Marine,8/6/2018,28/05/2018,28/05/2018,TBA,CEN TECH PTE LTD,CONTS,,,,,AXA Insurance Pte Ltd,AXA Insurance Pte Ltd,"8 Shenton Way, #24-01 AXA Tower, Singapore 068811","9 Shenton Way, #24-01 AXA Tower, Singapore 068811","10 Shenton Way, #24-01 AXA Tower, Singapore 068811",Ms. Emileen Tan,,,CHEMICAL,STEARIC ACID,1,Case(s)
IMR18-017,International,Marine,21/06/2018,12/6/2018,12/6/2018,"VAN SON SERVICE AGRICULTURE CO., LTD",STONE ARCH COMMODITIES,CONT,,,HUNG  YEN PROVINCE,,THE STRAITS INTERNATIONAL PTE LTD,THE STRAITS INTERNATIONAL PTE LTD,"1 FIFTH AVENUE, #02-09GUTHRIE HOUSESINGAPORE 268802","2 FIFTH AVENUE, #02-09GUTHRIE HOUSESINGAPORE 268802","3 FIFTH AVENUE, #02-09GUTHRIE HOUSESINGAPORE 268802",Eugene ONG 王又進 - Executive Director,+9699 9385,,SOYA BEAN MEAL,SOYA BEAN MEAL,29,Cont(s)
IMR18-018,International,Marine,6/7/2018,25/06/2018,25/06/2018,TBA,CEN TECH PTE LTD,CONTS,,,HAI PHONG CITY,,AXA Insurance Pte Ltd,AXA Insurance Pte Ltd,"8 Shenton Way, #24-01 AXA Tower, Singapore 068811","9 Shenton Way, #24-01 AXA Tower, Singapore 068811","10 Shenton Way, #24-01 AXA Tower, Singapore 068811",Ms. Emileen Tan,,,CHEMICAL,STEARIC ACID,680,Bag(s)
IMR18-019,International,Marine,12/7/2018,28/06/2018,28/06/2018,TBA,TBA,CONTS,,,DONG NAI,,LEON OVERSEAS PTE LTD,LEON OVERSEAS PTE LTD,"51 Science Park Road, #04-25The Aries, Singapore Science Park II, Singapore 117586","52 Science Park Road, #04-25The Aries, Singapore Science Park II, Singapore 117586","53 Science Park Road, #04-25The Aries, Singapore Science Park II, Singapore 117586",Mr. Chow Hee Chua,,,Oil,VEGETABLE BASE SLUDGE (CS),1,Cont(s)
IMR18-020,International,Marine,12/7/2018,6/7/2018,7/7/2018,TBA,TBA,CONTS,,,HAI PHONG & HA NOI,,AXA Insurance Pte Ltd,AXA Insurance Pte Ltd,"8 Shenton Way, #24-01 AXA Tower, Singapore 068811","9 Shenton Way, #24-01 AXA Tower, Singapore 068811","10 Shenton Way, #24-01 AXA Tower, Singapore 068811",Ms. Emileen Tan,,,Corn,INDIAN YELLOW MAIZE IN BULK,1,Cont(s)
IMR18-021,International,Marine,24/07/2018,12/7/2018,13/07/2018,TBA,TBA,CONTS,,,"CHUONG MY DIST., HA NOI CITY",,CÔNG TY TNHH KAMS VIỆT NAM,CÔNG TY TNHH KAMS VIỆT NAM,"Số 497/59/38 Phan Văn Trị, Phường 5, Quận Gò Vấp, Thành Phố Hồ Chí Minh, Việt Nam.","Số 497/59/38 Phan Văn Trị, Phường 5, Quận Gò Vấp, Thành Phố Hồ Chí Minh, Việt Nam.","Số 497/59/38 Phan Văn Trị, Phường 5, Quận Gò Vấp, Thành Phố Hồ Chí Minh, Việt Nam.",Mr. Navneet Mantri,,,MAIZE,INDIAN YELLOW MAIZE IN BULK,8,Cont(s)
IMR18-022,International,Marine,18/07/2018,12/7/2018,12/7/2018,TBA,TBA,CONT,,,,,AXA Insurance Pte Ltd,AXA Insurance Pte Ltd,"8 Shenton Way, #24-01 AXA Tower, Singapore 068811","9 Shenton Way, #24-01 AXA Tower, Singapore 068811","10 Shenton Way, #24-01 AXA Tower, Singapore 068811",Ms. Emileen Tan,,,FEED MEAL,PIGMENT,1,Case(s)
IMR18-023,International,Marine,24/07/2018,14/07/2018,15/07/2018,TBA,TBA,CONTS,,,"CHUONG MY DIST., HA NOI CITY",,CÔNG TY TNHH KAMS VIỆT NAM,CÔNG TY TNHH KAMS VIỆT NAM,"Số 497/59/38 Phan Văn Trị, Phường 5, Quận Gò Vấp, Thành Phố Hồ Chí Minh, Việt Nam.","Số 497/59/38 Phan Văn Trị, Phường 5, Quận Gò Vấp, Thành Phố Hồ Chí Minh, Việt Nam.","Số 497/59/38 Phan Văn Trị, Phường 5, Quận Gò Vấp, Thành Phố Hồ Chí Minh, Việt Nam.",Mr. Navneet Mantri,,,MAIZE,INDIAN YELLOW MAIZE IN BULK,20,Cont(s)
IMR18-024,International,Marine,24/07/2018,18/07/2018,20/07/2018,TBA,TBA,CONTS,,,"CHUONG MY DIST., HA NOI CITY",,CÔNG TY TNHH KAMS VIỆT NAM,CÔNG TY TNHH KAMS VIỆT NAM,"Số 497/59/38 Phan Văn Trị, Phường 5, Quận Gò Vấp, Thành Phố Hồ Chí Minh, Việt Nam.","Số 497/59/38 Phan Văn Trị, Phường 5, Quận Gò Vấp, Thành Phố Hồ Chí Minh, Việt Nam.","Số 497/59/38 Phan Văn Trị, Phường 5, Quận Gò Vấp, Thành Phố Hồ Chí Minh, Việt Nam.",Mr. Navneet Mantri,,,MAIZE,INDIAN YELLOW MAIZE IN BULK,20,Cont(s)
IMR18-025,International,Marine,14/08/2018,20/07/2018,25/07/2018,TBA,SAKUMA EXPORTS LTD,CONTS,,,"TAN UYEN, BINH DUONG",,SAKUMA EXPORTS LTD,SAKUMA EXPORTS LTD,"Unit No. 704-AMazaya Business, Avenue AA1Plot No.Jlte-Ph2-AA1Jumeirah Lakes Towers, DubaiUnited Arab Emirates","Unit No. 704-AMazaya Business, Avenue AA1Plot No.Jlte-Ph2-AA1Jumeirah Lakes Towers, DubaiUnited Arab Emirates","Unit No. 704-AMazaya Business, Avenue AA1Plot No.Jlte-Ph2-AA1Jumeirah Lakes Towers, DubaiUnited Arab Emirates",Mr. Sunjoy UpadhyayGeneral Manager(Commercial & International Coordination),+91 9820993347,,YELLOW MAIZE,INDIAN YELLOW MAIZE (CORN),20,Cont(s)
IMR18-026,International,Marine,29/08/2018,25/07/2018,23/08/2018,TBA,TBA,CONTS,,,,,AXA Insurance Pte Ltd,AXA Insurance Pte Ltd,"8 Shenton Way, #24-01 AXA Tower, Singapore 068811","9 Shenton Way, #24-01 AXA Tower, Singapore 068811","10 Shenton Way, #24-01 AXA Tower, Singapore 068811",Ms. Emileen Tan,,,Cashew nuts,DRIED RAW CASHEW NUTS IN SHELL,1,Case(s)
IMR18-027,International,Marine,14/08/2018,31/07/2018,14/08/2018,TBA,TBA,CONTS,,,,,AXA Insurance Pte Ltd,AXA Insurance Pte Ltd,"8 Shenton Way, #24-01 AXA Tower, Singapore 068811","9 Shenton Way, #24-01 AXA Tower, Singapore 068811","10 Shenton Way, #24-01 AXA Tower, Singapore 068811",Ms. Emileen Tan,,,CHEMICAL,STEARIC ACID,1,Case(s)
IMR18-028,International,Marine,28/08/2018,15/08/2018,16/08/2018,TBA,ROYAL GROUP LDA,CONTS,,,LANG SON,,CÔNG TY TNHH KAMS VIỆT NAM,CÔNG TY TNHH KAMS VIỆT NAM,"Số 497/59/38 Phan Văn Trị, Phường 5, Quận Gò Vấp, Thành Phố Hồ Chí Minh, Việt Nam.","Số 497/59/38 Phan Văn Trị, Phường 5, Quận Gò Vấp, Thành Phố Hồ Chí Minh, Việt Nam.","Số 497/59/38 Phan Văn Trị, Phường 5, Quận Gò Vấp, Thành Phố Hồ Chí Minh, Việt Nam.",Mr. Navneet Mantri,,,BEAN,GREEN MOONG BEANS,10,Cont(s)
IMR18-029,International,Marine,23/08/2018,14/08/2018,16/08/2018,"ASIA NUTRITION TECHNOLOGIES (LA) CO., LTD",RUCHI SOYA INDUSTRIES LIMITED,CONTS,,,BINH DUONG,,RUCHI SOYA INDUSTRIES LIMITED,RUCHI SOYA INDUSTRIES LIMITED,"Ruchi House, Royal Palms, Survey No.169, Aarey Milk Colony,Near Mayur Nagar, Goregaon (East), Mumbai -400065, India","Ruchi House, Royal Palms, Survey No.169, Aarey Milk Colony,Near Mayur Nagar, Goregaon (East), Mumbai -400065, India","Ruchi House, Royal Palms, Survey No.169, Aarey Milk Colony,Near Mayur Nagar, Goregaon (East), Mumbai -400065, India",Mr. Pillai,,,SOYA BEAN MEAL,INDIAN SOYABEAN MEAL,13,Cont(s)
IMR18-030,International,Marine,13/09/2018,25/08/2018,25/08/2018,"ONE WORLD INVESTMENT TRADING CO., LTD",7 SEAS IMPEX,CONTS,,,HCMC,,AXA Insurance Pte Ltd,AXA Insurance Pte Ltd,"8 Shenton Way, #24-01 AXA Tower, Singapore 068811","9 Shenton Way, #24-01 AXA Tower, Singapore 068811","10 Shenton Way, #24-01 AXA Tower, Singapore 068811",Ms. Emileen Tan,,,TEXTILE,YARN FOR KNITTING,6,Carton(s)
IMR18-032,International,Marine,19/09/2018,12/9/2018,12/9/2018,TBA,TBA,CONTS,,,HOC CHI MINH CITY,,DOLPHIN CLAIMS SERVICES (SINGAPORE) PTE LTD,DOLPHIN CLAIMS SERVICES (SINGAPORE) PTE LTD,"101 Cecil Street, # 17-08 Tong Eng Building, Singapore 069533","102 Cecil Street, # 17-08 Tong Eng Building, Singapore 069533","103 Cecil Street, # 17-08 Tong Eng Building, Singapore 069533",Ms. Sophia He,,,TEXTILE,ELASTANE FIBER,1,Cont(s)
IMR18-033,International,Marine,5/10/2018,1/10/2018,1/10/2018,"INABATA VIETNAM CO., LTD BRANCH",INABATA SINGAPORE PTE LTD,CONTS,,,HCMC,,AXA Insurance Pte Ltd,AXA Insurance Pte Ltd,"8 Shenton Way, #24-01 AXA Tower, Singapore 068811","9 Shenton Way, #24-01 AXA Tower, Singapore 068811","10 Shenton Way, #24-01 AXA Tower, Singapore 068811",Ms. Emileen Tan,,,PLASTIC RESIN,PLASTIC RESIN,1,Case(s)
IMR18-034,International,Marine,23/10/2018,12/10/2018,12/10/2018,TBA,TBA,CONTS,,,KHANH HOA,,AXA Insurance Pte Ltd,AXA Insurance Pte Ltd,"8 Shenton Way, #24-01 AXA Tower, Singapore 068811","9 Shenton Way, #24-01 AXA Tower, Singapore 068811","10 Shenton Way, #24-01 AXA Tower, Singapore 068811",Ms. Emileen Tan,,,Cashew nuts,DRIED RAW CASHEW NUTS IN SHELL,1,Cont(s)
IMR18-035,International,Marine,3/1/2019,23/10/2018,23/10/2018,TBA,TBA,CONTS,,,HUNG YEN,,MARUTI AGRO TRADERS,MARUTI AGRO TRADERS,"OFFICE NO. 1010, SHAPATH - 5,OPPOSITE KARNAVATI CLUB,S.G. ROAD,AHMEDABAD - 380015GUJARAT INDIA","OFFICE NO. 1010, SHAPATH - 5,OPPOSITE KARNAVATI CLUB,S.G. ROAD,AHMEDABAD - 380015GUJARAT INDIA","OFFICE NO. 1010, SHAPATH - 5,OPPOSITE KARNAVATI CLUB,S.G. ROAD,AHMEDABAD - 380015GUJARAT INDIA",,,,RAPESEED MEAL,RAPESEED MEAL,292.7,MTS
IMR18-036,International,Marine,4/12/2018,21/11/2018,21/11/2018,TBA,TBA,CONTS,,,HCM,,Crawford (Hong Kong) Ltd.,Crawford (Hong Kong) Ltd.,"24th Floor Sunshine Plaza • 353 Lockhart Road, Wanchai, Hong Kong","25th Floor Sunshine Plaza • 353 Lockhart Road, Wanchai, Hong Kong","26th Floor Sunshine Plaza • 353 Lockhart Road, Wanchai, Hong Kong",,,,EQUIPMENT,ULTRASOUND,4,Package(s)
IMR18-037,International,Marine,27/12/2018,28/12/2018,28/12/2018,TBA,TBA,CONTS,,,DONG NAI,,"G.S.C  IMPORT EXPORT CO., LTD","G.S.C  IMPORT EXPORT CO., LTD","52/1 PROMPAK, SUKHUMVIT 49/6KLONGTON NUA, VATTANA,BANGKOK 10110, THAILAND","52/1 PROMPAK, SUKHUMVIT 49/6KLONGTON NUA, VATTANA,BANGKOK 10110, THAILAND","52/1 PROMPAK, SUKHUMVIT 49/6KLONGTON NUA, VATTANA,BANGKOK 10110, THAILAND",JP Goswami,,,TEXTILE,POLYESTER YARN WASTE,1,Case(s)
IMR18-038,International,Marine,26/12/2018,20/12/2018,20/12/2018,HA LAN PRODUCE AND TRADE JSC,RUCHI SOYA INDUSTRIES LIMITED,CONTS,,,HUNG YEN,,RUCHI SOYA INDUSTRIES LIMITED,RUCHI SOYA INDUSTRIES LIMITED,"Ruchi House, Royal Palms, Survey No.169, Aarey Milk Colony,Near Mayur Nagar, Goregaon (East), Mumbai -400065, India","Ruchi House, Royal Palms, Survey No.169, Aarey Milk Colony,Near Mayur Nagar, Goregaon (East), Mumbai -400065, India","Ruchi House, Royal Palms, Survey No.169, Aarey Milk Colony,Near Mayur Nagar, Goregaon (East), Mumbai -400065, India",KR Ravindran,,,SOYA BEAN MEAL,SOYA BEAN MEAL,15,Cont(s)
IMR19-001,International,Marine,31/12/2018,26/12/2018,27/12/2018,TBA,TBA,CONTS,,,HO CHI MINH CITY,,AXA Insurance Pte Ltd,AXA Insurance Pte Ltd,"8 Shenton Way, #24-01 AXA Tower, Singapore 068811","9 Shenton Way, #24-01 AXA Tower, Singapore 068811","10 Shenton Way, #24-01 AXA Tower, Singapore 068811",Ms. Emileen Tan,,,CHEMICAL,CAUSTIC SODA FLAKE,1,Case(s)
IMR19-002,International,Marine,2/4/2019,14/01/2019,,TBA,TBA,CONTS,,,,,AXA Insurance Pte Ltd,AXA Insurance Pte Ltd,"8 Shenton Way, #24-01 AXA Tower, Singapore 068811","9 Shenton Way, #24-01 AXA Tower, Singapore 068811","10 Shenton Way, #24-01 AXA Tower, Singapore 068811",Ms. Emileen Tan,,,CHEMICAL,TETRACH LOROETHYLENE,1,Case(s)
IMR19-003,International,Marine,12/4/2019,22/02/2019,13/03/2019,ARVIN INTERNATIONAL MARKETING (VIETNAM) COMPANY LIMITED,"SHANGHAI NEWSUN INTERNATIONAL TRADING CO.,LTD",CONTS,,,SAI GON PORT & BINH DUONG PROVINCE,,DOLPHIN CLAIMS SERVICES (SINGAPORE) PTE LTD,DOLPHIN CLAIMS SERVICES (SINGAPORE) PTE LTD,"101 Cecil Street, # 17-08 Tong Eng Building, Singapore 069533","102 Cecil Street, # 17-08 Tong Eng Building, Singapore 069533","103 Cecil Street, # 17-08 Tong Eng Building, Singapore 069533",Mr. Teh Chong Wyne,,,CHEMICAL,SODIUM SULPHATE ANHYDROUS,4500,Bag(s)
IMR19-004,International,Marine,12/4/2019,24/01/2019,17/04/2019,TBA,TBA,N/A,,,,,DOLPHIN CLAIMS SERVICES (SINGAPORE) PTE LTD,DOLPHIN CLAIMS SERVICES (SINGAPORE) PTE LTD,"101 Cecil Street, # 17-08 Tong Eng Building, Singapore 069533","102 Cecil Street, # 17-08 Tong Eng Building, Singapore 069533","103 Cecil Street, # 17-08 Tong Eng Building, Singapore 069533",Ms. Sophia He,,,Transformer,TRANSFORMER,49,Package(s)
IMR19-005,International,Marine,2/4/2019,30/01/2019,,TBA,TBA,CONTS,,,,,AXA Insurance Pte Ltd,AXA Insurance Pte Ltd,"8 Shenton Way, #24-01 AXA Tower, Singapore 068811","9 Shenton Way, #24-01 AXA Tower, Singapore 068811","10 Shenton Way, #24-01 AXA Tower, Singapore 068811",Ms. Emileen Tan,,,RESIN,PLASTIC RESIN,1,Case(s)
IMR19-006,International,Marine,2/4/2019,25/02/2019,,TBA,TBA,CONTS,,,,,AXA Insurance Pte Ltd,AXA Insurance Pte Ltd,"8 Shenton Way, #24-01 AXA Tower, Singapore 068811","9 Shenton Way, #24-01 AXA Tower, Singapore 068811","10 Shenton Way, #24-01 AXA Tower, Singapore 068811",Ms. Emileen Tan,,,CHEMICAL,TRIETHAN OLAMINE (TEA ),1,Case(s)
IMR19-007,International,Marine,11/4/2019,1/3/2019,6/3/2019,TBA,TBA,CONTS,,,,,AXA Insurance Pte Ltd,AXA Insurance Pte Ltd,"8 Shenton Way, #24-01 AXA Tower, Singapore 068811","9 Shenton Way, #24-01 AXA Tower, Singapore 068811","10 Shenton Way, #24-01 AXA Tower, Singapore 068811",Ms. Emileen Tan,,,TEXTILE,YARN FOR KNITTING,1,Case(s)
IMR19-008,International,Marine,2/4/2019,7/3/2019,,TBA,TBA,CONTS,,,,,AXA Insurance Pte Ltd,AXA Insurance Pte Ltd,"8 Shenton Way, #24-01 AXA Tower, Singapore 068811","9 Shenton Way, #24-01 AXA Tower, Singapore 068811","10 Shenton Way, #24-01 AXA Tower, Singapore 068811",Ms. Emileen Tan,,,CHEMICAL,SODIUM PERSULPHATE,1,Case(s)
IMR19-009,International,Marine,2/4/2019,7/3/2019,,TBA,TBA,CONTS,,,,,AXA Insurance Pte Ltd,AXA Insurance Pte Ltd,"8 Shenton Way, #24-01 AXA Tower, Singapore 068811","9 Shenton Way, #24-01 AXA Tower, Singapore 068811","10 Shenton Way, #24-01 AXA Tower, Singapore 068811",Ms. Emileen Tan,,,CHEMICAL,SODIUM PERSULPHATE,1,Case(s)
IMR19-010,International,Marine,12/4/2019,3/4/2019,11/4/2019,TBA,TBA,CONTS,,,,,AXA Insurance Pte Ltd,AXA Insurance Pte Ltd,"8 Shenton Way, #24-01 AXA Tower, Singapore 068811","9 Shenton Way, #24-01 AXA Tower, Singapore 068811","10 Shenton Way, #24-01 AXA Tower, Singapore 068811",Ms. Emileen Tan,,,CHEMICAL,SODIUM PERSULPHATE,1,Case(s)
IMR19-011,International,Marine,9/5/2019,8/4/2019,8/4/2019,TBA,TBA,CONTS,,,CAT LAI,,DOLPHIN CLAIMS SERVICES (SINGAPORE) PTE LTD,DOLPHIN CLAIMS SERVICES (SINGAPORE) PTE LTD,"101 Cecil Street, # 17-08 Tong Eng Building, Singapore 069533","102 Cecil Street, # 17-08 Tong Eng Building, Singapore 069533","103 Cecil Street, # 17-08 Tong Eng Building, Singapore 069533",Durwin Liew - Executive,,,EQUIPMENT,COLD ROOM DOOR,1,Case(s)
IMR19-012,International,Marine,9/5/2019,7/5/2019,,TBA,TBA,CONTS,,,,,AXA Insurance Pte Ltd,AXA Insurance Pte Ltd,"8 Shenton Way, #24-01 AXA Tower, Singapore 068811","9 Shenton Way, #24-01 AXA Tower, Singapore 068811","10 Shenton Way, #24-01 AXA Tower, Singapore 068811",Ms. Emileen Tan,,,CHEMICAL,CHEMICAL,1,Case(s)
IMR19-013,International,Marine,6/5/2019,8/5/2019,10/5/2019,Khai Anh - Binh Thuan Import - Export Trading Company Limited,RUCHI SOYA INDUSTRIES LIMITED,CONTS,,,VUNG TAU,,RUCHI SOYA INDUSTRIES LIMITED,RUCHI SOYA INDUSTRIES LIMITED,"Ruchi House, Royal Palms, Survey No.169, Aarey Milk Colony,Near Mayur Nagar, Goregaon (East), Mumbai -400065, India","Ruchi House, Royal Palms, Survey No.169, Aarey Milk Colony,Near Mayur Nagar, Goregaon (East), Mumbai -400065, India","Ruchi House, Royal Palms, Survey No.169, Aarey Milk Colony,Near Mayur Nagar, Goregaon (East), Mumbai -400065, India",KR Ravindran,,,SOYA BEAN MEAL,INDIAN SOYABEAN MEAL,13,Cont(s)
IMR19-014,International,Marine,28/05/2019,28/05/2019,7/6/2019,TBA,TBA,CONTS,,,,,AXA Insurance Pte Ltd,AXA Insurance Pte Ltd,"8 Shenton Way, #24-01 AXA Tower, Singapore 068811","9 Shenton Way, #24-01 AXA Tower, Singapore 068811","10 Shenton Way, #24-01 AXA Tower, Singapore 068811",Ms. Emileen Tan,,,CHEMICAL,SODIUM PERSULPHATE,1,Case(s)
IMR19-015,International,Marine,29/05/2019,28/05/2019,7/6/2019,TBA,TBA,CONTS,,,,,AXA Insurance Pte Ltd,AXA Insurance Pte Ltd,"8 Shenton Way, #24-01 AXA Tower, Singapore 068811","9 Shenton Way, #24-01 AXA Tower, Singapore 068811","10 Shenton Way, #24-01 AXA Tower, Singapore 068811",Ms. Emileen Tan,,,CHEMICAL,SODIUM PERSULPHATE,1,Case(s)
IMR19-016,International,Marine,24/05/2019,27/05/2019,27/05/2019,TBA,TBA,CONTS,,,BINH DUONG,,Crawford (Hong Kong) Ltd.,Crawford (Hong Kong) Ltd.,"24th Floor Sunshine Plaza • 353 Lockhart Road, Wanchai, Hong Kong","25th Floor Sunshine Plaza • 353 Lockhart Road, Wanchai, Hong Kong","26th Floor Sunshine Plaza • 353 Lockhart Road, Wanchai, Hong Kong",Desmond Choi,,,EQUIPMENT,TANQ LNDN GIN; JW BLACK; WINDSOR PREMIER and JW DBL BLCK,1,Case(s)
IMR19-017,International,Marine,28/06/2019,14/06/2019,20/06/2019,TBA,TBA,CONTS,,,BINH DUONG,,"Huatai Property & Casualty Insurance Co., Ltd.","华泰财产保险有限公司青岛分公司Huatai Property & Casualty Insurance Co., Ltd. Qingdao Branch","地址/邮编：青岛市崂山区泉岭路8号 中商国际大厦3楼Add/P.S: 3F,Zhongshang International Mansion. No.8 Quanling Road, Qingdao China.","地址/邮编：青岛市崂山区泉岭路8号 中商国际大厦3楼Add/P.S: 3F,Zhongshang International Mansion. No.8 Quanling Road, Qingdao China.","地址/邮编：青岛市崂山区泉岭路8号 中商国际大厦3楼Add/P.S: 3F,Zhongshang International Mansion. No.8 Quanling Road, Qingdao China.",花维 | 理赔中心Hua Wei | Claim Department,,,FEED MEAL,SOY PROTEIN ISOLATE ISOPRO 500A,1,Cont(s)
IMR19-018,International,Marine,9/10/2019,4/7/2019,4/7/2019,TBA,TBA,CONT,,,HCMC,,DOLPHIN CLAIMS SERVICES (SINGAPORE) PTE LTD,DOLPHIN CLAIMS SERVICES (SINGAPORE) PTE LTD,"101 Cecil Street, # 17-08 Tong Eng Building, Singapore 069533","102 Cecil Street, # 17-08 Tong Eng Building, Singapore 069533","103 Cecil Street, # 17-08 Tong Eng Building, Singapore 069533",Teh Chong Wyne,,,CHEMICAL,PHARMACEUTICAL PRODUCTS,1,Case(s)
IMR19-019,International,Marine,4/7/2019,28/06/2019,5/7/2019,TBA,TBA,N/A,,,,,THE STRAITS INTERNATIONAL PTE LTD,THE STRAITS INTERNATIONAL PTE LTD,"1 FIFTH AVENUE, #02-09GUTHRIE HOUSESINGAPORE 268802","2 FIFTH AVENUE, #02-09GUTHRIE HOUSESINGAPORE 268802","3 FIFTH AVENUE, #02-09GUTHRIE HOUSESINGAPORE 268802",Eugene ONG 王又進 - Executive Director,+9699 9385,,COPRA EXPELLER,COPRA MEAL & SPENT GRAIN MEAL,2,Sample(s)
IMR19-020,International,Marine,3/9/2019,28/08/2019,3/9/2019,TBA,TBA,"""MDM BALURAN""",,,"DUYEN HAI ANCHORAGE, TRA VINH",,Xiangstar International (Singapore) Pte Ltd,Xiangstar International (Singapore) Pte Ltd,"8 Chang Charn Road, Link(THM) Building #02-11, Singapore (159637)","9 Chang Charn Road, Link(THM) Building #02-11, Singapore (159637)","10 Chang Charn Road, Link(THM) Building #02-11, Singapore (159637)",Yvan Lim,,,OFF-HIRE SURVEY,OFF-HIRE SURVEY,1,Case(s)
IMR19-021,International,Marine,9/10/2019,17/09/2019,17/09/2019,TBA,TBA,CONTS,,,CAT LAI,,AXA Insurance Pte Ltd,AXA Insurance Pte Ltd,"8 Shenton Way, #24-01 AXA Tower, Singapore 068811","9 Shenton Way, #24-01 AXA Tower, Singapore 068811","10 Shenton Way, #24-01 AXA Tower, Singapore 068811",Ms. Emileen Tan,,,TEXTILE,YARN FOR KNITTING,1,Case(s)
